ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento;Custo_aquisicao;Custo_reparos;Lucro;Data_entrada_estoque;Dias_estoque;Vendedor;Origem_lead;NPS_cliente;Status_pagamento
3974;Luiz Otávio Guerra;57;254.187.036-17;Masculino;Divorciado;agatha13@example.org;31 3049 4255;da Costa;SC;Citroen;C4 Grand Picasso;2022;Cinza;76133,93;2025-02-26;À vista;63541,64;4897,91;7694,379999999994;2025-01-17;40;Luna Lima;Outros;1;Pago
3975;Felipe Pereira;54;851.036.274-26;Masculino;Casado;bcunha@example.net;+55 (071) 1700-0247;Marques;GO;Ford;Ka;2023;Branco;209101,45;2025-01-13;Financiamento;161054,26;0,0;48047,19;2024-01-16;363;Luna Lima;Indicação;1;Em Atraso
3976;Ana Sophia Nogueira;30;503.841.769-84;Feminino;Casado;gpastor@example.net;51 7173 4029;Nogueira Alegre;AM;Honda;Fit;2020;Vermelho;134906,82;2024-10-09;Financiamento;110185,34;5764,58;18956,90000000001;2023-06-04;493;Ian Pereira;Site;6;Em Atraso
3977;Enzo Martins;19;739.416.250-80;Masculino;Casado;goncalvesbento@example.com;(021) 5610-0123;Pinto;AP;Honda;Civic;2023;Cinza;155165,46;2024-08-01;Financiamento;122977,18;8891,73;23296,55;2023-09-28;308;Alexia Cavalcanti;Feira;3;Em Atraso
3978;João Lucas Sousa;21;532.417.860-80;Masculino;Viúvo;maria-fernanda04@example.org;71 3234-5675;Rezende;RN;Ford;Ecosport;2022;Cinza;238806,65;2025-03-19;À vista;185269,0;8796,36;44741,28999999999;2024-11-05;134;Sra. Emanuelly da Cunha;Indicação;8;Pago
3979;Alexia Guerra;19;185.692.034-89;Feminino;Casado;machadodavi-miguel@example.net;+55 (021) 8189 4970;Montenegro;RJ;Volskwagen;Amarok;2017;Prata;176686,3;2024-10-13;Leasing;155253,53;669,52;20763,24999999999;2024-05-22;144;Luana Santos;Redes Sociais;2;Cancelado
3980;Ana Vitória Freitas;41;639.851.042-98;Feminino;Viúvo;silveiramariah@example.com;31 1445 7003;Araújo;SP;Citroen;C4 Grand Picasso;2018;Branco;71332,23;2025-01-02;Financiamento;54238,24;2740,49;14353,499999999998;2023-05-08;605;Sara Pinto;Busca Direta;3;Pago
3981;Maria Alice Freitas;32;937.245.680-29;Feminino;Casado;sousaantonio@example.net;(061) 9577-4130;da Conceição;PR;Ford;Ecosport;2020;Preto;244730,76;2024-06-29;Leasing;201487,47;8599,23;34644,06000000001;2024-01-10;171;Sra. Emanuelly da Cunha;Feira;10;Cancelado
3982;Luiz Felipe Silva;41;049.521.673-99;Masculino;Viúvo;ana-sophia94@example.org;+55 (041) 2421-0610;Barbosa;TO;Peugeot;3008;2013;Branco;198107,61;2024-06-16;Leasing;150336,65;0,0;47770,95999999999;2023-11-08;221;Paulo Castro;Busca Direta;9;Cancelado
3983;Kamilly Farias;24;739.168.420-13;Feminino;Viúvo;nascimentostella@example.com;0800 140 9986;da Costa do Galho;RN;Citroen;C4 Grand Picasso;2014;Cinza;239518,07;2025-03-09;Financiamento;202720,02;0,0;36798,05000000002;2025-02-11;26;Luna Lima;Feira;2;Em Atraso
3984;Nathan Borges;61;904.136.257-61;Masculino;Casado;nicolealbuquerque@example.net;(011) 4035-7415;Silva;PA;Ford;Ka Sedan;2016;Cinza;32877,79;2024-07-05;Financiamento;26052,07;2974,85;3850,8700000000013;2024-01-10;177;Emilly Gonçalves;Indicação;1;Em Atraso
3985;Rhavi Aparecida;48;970.415.263-99;Masculino;Solteiro;marquescaua@example.net;(031) 7206-8023;da Conceição de Cavalcanti;PE;Ford;Ka Sedan;2022;Cinza;227447,74;2024-05-19;À vista;177820,86;4211,04;45415,840000000004;2024-03-26;54;Davi Lucca Novaes;Redes Sociais;1;Pago
3986;Ravy Abreu;70;876.295.341-91;Masculino;Viúvo;sousajoao-felipe@example.net;+55 31 8294-4665;Pacheco;PB;Citroen;C3;2018;Cinza;109224,63;2025-04-07;Financiamento;89610,05;0,0;19614,58;2023-06-13;664;Luna Lima;Redes Sociais;2;Cancelado
3987;João Campos;39;514.063.892-42;Masculino;Viúvo;danilonovais@example.com;+55 (021) 5472-4798;Vieira;GO;Peugeot;308;2022;Prata;185411,0;2024-07-23;Leasing;151330,45;0,0;34080,54999999999;2024-01-01;204;Alexia Cavalcanti;Site;1;Cancelado
3988;Dom Araújo;34;918.502.346-98;Masculino;Casado;nicolasmontenegro@example.net;(061) 1380-3611;Mendes;RN;Citroen;C4 Grand Picasso;2014;Cinza;42310,89;2024-11-19;Financiamento;37332,8;0,0;4978,0899999999965;2024-08-31;80;Emilly Gonçalves;Site;1;Pago
3989;Augusto Novais;51;513.782.469-00;Masculino;Solteiro;eloapires@example.com;+55 (031) 3068 5255;Leão do Oeste;MS;Fiat;Pulse;2023;Branco;209604,7;2024-08-08;À vista;172819,27;1431,77;35353,660000000025;2023-10-06;307;Sra. Emanuelly da Cunha;Feira;4;Pago
3990;Felipe da Cruz;69;786.510.392-12;Masculino;Divorciado;lunacamara@example.com;21 0843 1742;Cunha Grande;SC;Ford;Ka;2014;Prata;151758,66;2024-11-25;Leasing;121294,11;0,0;30464,550000000003;2024-09-15;71;Dr. Renan Jesus;Site;4;Cancelado
3991;Miguel Ferreira;19;067.581.432-44;Masculino;Solteiro;ana-luizamelo@example.net;71 5749 7716;da Cruz;PA;Volskwagen;Gol;2020;Branco;56043,22;2024-06-08;Leasing;50434,81;0,0;5608,4100000000035;2023-04-24;411;Alexia Cavalcanti;Busca Direta;4;Cancelado
3992;Maria Liz Vieira;23;591.486.370-84;Feminino;Divorciado;lais33@example.org;+55 (021) 5442-8943;Correia Verde;RR;Citroen;C4 Grand Picasso;2020;Prata;136834,56;2024-07-23;Leasing;118226,1;6731,45;11877,009999999991;2023-05-18;432;Ian Pereira;Outros;6;Pago
3993;Diego Guerra;44;143.580.762-62;Masculino;Solteiro;maria-luisacamara@example.org;+55 31 9978 8780;Castro;ES;Ford;Focus;2019;Verde;102489,85;2024-05-05;Financiamento;89472,67;7456,81;5560,370000000007;2024-03-12;54;Sra. Emanuelly da Cunha;Indicação;10;Em Atraso
3994;Larissa Sales;29;150.483.962-51;Feminino;Solteiro;pastorluara@example.org;+55 (051) 8543 1209;Casa Grande da Serra;PB;Volskwagen;Virtus;2013;Cinza;42516,73;2024-11-14;À vista;36164,61;2558,47;3793,650000000003;2024-02-21;267;Luna Lima;Busca Direta;2;Pago
3995;Luísa Vargas;39;419.760.238-31;Feminino;Casado;smarques@example.org;+55 (081) 7600-4661;Ramos;TO;Citroen;C3;2021;Cinza;58321,61;2024-08-03;Financiamento;46778,93;5648,02;5894,66;2024-05-08;87;Sara Pinto;Busca Direta;5;Em Atraso
3996;Luiz Henrique Fernandes;70;876.590.234-38;Masculino;Solteiro;qdias@example.org;(081) 1399-2512;Peixoto da Praia;PI;Hyundai;Tucson;2015;Cinza;182198,62;2024-09-25;À vista;138727,72;1638,82;41832,079999999994;2024-02-21;217;Emilly Gonçalves;Redes Sociais;3;Pago
3997;João Campos;24;683.147.059-93;Masculino;Viúvo;marianabarbosa@example.net;(051) 5461 8949;Monteiro;PB;Citroen;Basalt;2017;Branco;105555,79;2024-09-24;Financiamento;82214,5;2997,01;20344,27999999999;2024-07-19;67;Sra. Emanuelly da Cunha;Busca Direta;3;Pago
3998;Ana Laura Monteiro;28;924.857.103-41;Feminino;Divorciado;fcaldeira@example.net;+55 51 5656 9564;Ferreira;PE;Citroen;Basalt;2020;Cinza;230794,62;2024-12-08;Leasing;168237,38;9673,93;52883,30999999999;2024-08-29;101;Davi Lucca Novaes;Outros;2;Pago
3999;Théo Almeida;66;905.261.847-01;Masculino;Casado;marqueserick@example.com;+55 (021) 6180-9003;Brito do Oeste;PR;Chevrolet;Prisma;2015;Branco;30991,21;2024-05-30;Leasing;26238,18;0,0;4753,029999999999;2023-04-23;403;Emilly Gonçalves;Outros;2;Em Atraso
4000;Sophie Porto;39;698.074.315-57;Feminino;Divorciado;qribeiro@example.com;81 6937 1380;Azevedo;AC;Volskwagen;Gol;2014;Vermelho;90244,6;2024-08-16;À vista;71687,88;0,0;18556,72;2023-04-23;481;Ian Pereira;Indicação;1;Pago
4001;Ana Carolina Santos;52;832.547.096-83;Feminino;Divorciado;bryancaldeira@example.org;(011) 5858-2963;Novaes;PE;Honda;HR-V;2016;Branco;53087,77;2024-10-28;Leasing;41356,05;0,0;11731,719999999994;2023-11-17;346;Dr. Renan Jesus;Redes Sociais;5;Pago
4002;Theodoro Sá;69;867.051.942-94;Masculino;Casado;pedro-lucas61@example.org;51 4121 6940;da Mata;PR;Volskwagen;Up;2019;Cinza;112089,35;2024-11-24;À vista;84074,64;996,3;27018,410000000007;2024-07-31;116;Ian Pereira;Outros;6;Pago
4003;Dom Oliveira;20;539.420.617-16;Masculino;Casado;joana61@example.net;+55 (061) 4025 0880;Carvalho;DF;Honda;City;2014;Vermelho;45905,02;2024-11-22;Leasing;37485,09;0,0;8419,93;2023-10-25;394;Emilly Gonçalves;Redes Sociais;10;Pago
4004;Brenda Sá;61;704.182.536-17;Feminino;Divorciado;luiz-otaviosilva@example.net;(071) 0140 7408;Lopes do Norte;PA;Ford;Ranger;2018;Cinza;32989,18;2024-10-06;Financiamento;29109,83;0,0;3879,3499999999985;2023-11-26;315;Luana Santos;Busca Direta;2;Cancelado
4005;Maria Fernanda da Luz;47;317.204.956-61;Feminino;Viúvo;gael-henrique21@example.net;+55 (021) 8935 6314;Pereira do Sul;RR;Citroen;Basalt;2013;Cinza;188305,14;2024-12-27;Financiamento;164780,55;943,47;22581,120000000024;2023-12-25;368;Luna Lima;Redes Sociais;10;Em Atraso
4006;Mirella Teixeira;24;823.457.091-97;Feminino;Casado;novaesnatalia@example.org;(051) 0002-5350;Barbosa;RR;Fiat;Fiorino;2021;Verde;64728,35;2024-06-26;Financiamento;47971,7;7200,52;9556,130000000001;2023-05-11;412;Sara Pinto;Outros;9;Em Atraso
4007;Dom Teixeira;19;042.375.869-10;Masculino;Solteiro;qda-mata@example.org;21 8840 2350;Jesus de Pinto;MS;Fiat;Fiorino;2017;Branco;193402,11;2024-05-11;Financiamento;157675,03;0,0;35727,07999999999;2023-05-14;363;Luna Lima;Site;2;Cancelado
4008;Apollo Araújo;38;278.104.395-88;Masculino;Solteiro;maria-ceciliaalves@example.net;21 2823 6522;Novais;RS;Fiat;500e;2018;Azul;239340,68;2024-05-04;Leasing;213284,35;4957,56;21098,769999999986;2023-06-01;338;Sara Pinto;Indicação;1;Em Atraso
4009;Letícia Silva;33;702.538.941-23;Feminino;Solteiro;camargopedro@example.net;(084) 6480 8319;Melo Grande;MT;Honda;City;2019;Verde;82858,45;2024-12-15;À vista;61143,05;5699,62;16015,779999999995;2024-09-09;97;Alexia Cavalcanti;Redes Sociais;10;Pago
4010;Ana Cecília Correia;64;698.043.217-69;Feminino;Casado;henry77@example.net;71 0775 7982;Martins das Flores;AC;Peugeot;Partner;2023;Vermelho;193092,2;2024-10-29;Leasing;170639,33;7516,14;14936,730000000025;2024-06-30;121;Ian Pereira;Busca Direta;3;Cancelado
4011;Henry Gabriel Lopes;38;250.913.476-07;Masculino;Casado;ynovaes@example.org;(061) 5463 8900;Costa do Galho;RN;Ford;Territory;2015;Azul;231965,53;2024-06-06;Financiamento;174249,6;7134,13;50581,799999999996;2024-02-16;111;Sra. Emanuelly da Cunha;Indicação;2;Cancelado
4012;Gabrielly Pacheco;21;689.470.231-40;Feminino;Solteiro;heloisaazevedo@example.com;+55 31 4724 8007;Martins do Campo;CE;Citroen;Basalt;2013;Azul;51390,43;2024-12-10;Leasing;37318,77;1841,7;12229,960000000003;2024-10-27;44;Davi Lucca Novaes;Redes Sociais;2;Pago
4013;Luiz Otávio Sá;59;095.274.638-74;Masculino;Casado;pmacedo@example.org;+55 (061) 2329 3734;Farias;AC;Hyundai;HB20S;2020;Cinza;210188,21;2025-03-29;Financiamento;156353,06;0,0;53835,149999999994;2025-02-06;51;Paulo Castro;Busca Direta;10;Pago
4014;José Pedro Araújo;53;627.980.451-85;Masculino;Viúvo;dnogueira@example.net;61 5409 1377;Cavalcante da Praia;PI;Peugeot;2008;2021;Azul;47025,99;2024-09-20;À vista;40551,56;7131,73;-657,2999999999993;2023-12-30;265;Paulo Castro;Indicação;1;Pago
4015;Luiz Otávio Rios;30;654.917.830-48;Masculino;Casado;scampos@example.org;+55 (011) 4745 6957;Campos;PR;Jeep;Renegade;2021;Vermelho;49925,57;2025-01-27;À vista;37795,79;3404,82;8724,96;2024-02-07;355;Sra. Emanuelly da Cunha;Feira;7;Pago
4016;Gael da Cruz;47;341.569.802-51;Masculino;Solteiro;caldeirajoao-gabriel@example.org;21 8272-7910;Sá;PE;Peugeot;308;2022;Prata;246899,06;2024-09-11;À vista;207242,33;3144,8;36511,93000000001;2023-10-22;325;Luana Santos;Redes Sociais;3;Pago
4017;Theodoro Leão;51;764.382.591-28;Masculino;Casado;joana67@example.com;+55 41 0377 7849;Cunha;AL;Ford;Focus;2016;Branco;132554,62;2024-11-25;Financiamento;118100,45;9798,78;4655,389999999998;2024-01-09;321;Luna Lima;Redes Sociais;5;Pago
4018;Maria Cirino;27;530.694.217-25;Feminino;Solteiro;kaique29@example.com;+55 (021) 3528 6358;Sousa Verde;PA;Citroen;Aircross;2018;Cinza;143469,04;2025-01-07;Financiamento;109193,62;9951,56;24323,860000000015;2024-04-23;259;Paulo Castro;Redes Sociais;2;Cancelado
4019;Lara Garcia;27;826.315.409-05;Feminino;Viúvo;cavalcantimaria-vitoria@example.com;31 0869-5220;Siqueira;SE;Chevrolet;Tracker;2021;Vermelho;99427,12;2024-08-26;Leasing;79736,93;7666,88;12023,310000000001;2023-10-03;328;Sra. Emanuelly da Cunha;Redes Sociais;1;Cancelado
4020;Maria Isis das Neves;40;075.261.489-49;Feminino;Casado;mcarvalho@example.net;71 7356-5478;Câmara do Amparo;SC;Peugeot;2008;2013;Prata;212117,5;2024-07-24;Financiamento;165870,92;6630,08;39616,499999999985;2023-09-22;306;Davi Lucca Novaes;Feira;8;Em Atraso
4021;Enzo Novaes;54;681.329.045-24;Masculino;Viúvo;fernandopeixoto@example.net;51 9154 3207;da Mata dos Dourados;ES;Volskwagen;Virtus;2016;Vermelho;118768,21;2024-12-02;Financiamento;99195,54;0,0;19572,670000000013;2023-05-20;562;Luana Santos;Feira;8;Em Atraso
4022;Nathan Almeida;55;824.513.907-60;Masculino;Divorciado;falmeida@example.com;+55 51 4270 9227;Rezende da Praia;MS;Peugeot;Partner;2016;Azul;138238,41;2024-05-20;À vista;103194,44;0,0;35043,97;2024-01-13;128;Emilly Gonçalves;Outros;2;Pago
4023;Yan da Mota;27;614.359.720-07;Masculino;Divorciado;ogoncalves@example.net;(041) 9727 9623;da Mata da Praia;PE;Peugeot;208;2017;Vermelho;33502,06;2024-11-15;À vista;25247,33;2671,16;5583,569999999996;2023-08-02;471;Sara Pinto;Outros;6;Pago
4024;José Pedro Novaes;48;690.254.873-00;Masculino;Solteiro;salarissa@example.net;(084) 3984-0909;Rezende;PA;Hyundai;Creta;2015;Branco;44413,38;2024-07-23;Financiamento;34622,1;7956,45;1834,829999999999;2024-03-30;115;Sra. Emanuelly da Cunha;Redes Sociais;4;Em Atraso
4025;Maria Cecília Pimenta;19;764.098.125-58;Feminino;Casado;carlos-eduardo20@example.com;+55 41 6287 9679;da Conceição da Serra;PI;Ford;Ka Sedan;2013;Prata;248691,13;2025-04-14;À vista;183755,75;5442,98;59492,40000000001;2024-02-26;413;Ian Pereira;Outros;10;Pago
4026;Gustavo Araújo;36;826.457.103-44;Masculino;Solteiro;vianaana-cecilia@example.org;+55 (051) 9603-3394;Cassiano das Flores;SC;Citroen;Basalt;2014;Prata;194862,57;2025-03-07;Financiamento;157865,05;0,0;36997,52000000002;2024-02-05;396;Luana Santos;Indicação;10;Pago
4027;Valentina da Mota;40;518.760.432-53;Feminino;Divorciado;bento36@example.net;+55 51 2693 1953;Mendes;GO;Volskwagen;Amarok;2016;Branco;106957,84;2024-06-04;À vista;94573,62;3497,07;8887,150000000001;2023-12-23;164;Paulo Castro;Busca Direta;7;Pago
4028;Pietro Costa;21;208.573.946-65;Masculino;Viúvo;isabella65@example.org;+55 (071) 8559-9656;Gomes Paulista;ES;Honda;Civic;2021;Cinza;33533,71;2025-04-03;À vista;25778,62;5148,15;2606,9400000000005;2023-05-22;682;Davi Lucca Novaes;Indicação;8;Pago
4029;Fernanda Nunes;53;148.523.079-97;Feminino;Solteiro;apollo28@example.org;+55 51 4728 1202;Costela do Sul;RR;Hyundai;Tucson;2022;Azul;100945,29;2024-08-22;Financiamento;86349,22;0,0;14596,069999999992;2023-12-30;236;Luna Lima;Busca Direta;6;Pago
4030;Benjamin Teixeira;70;495.620.173-70;Masculino;Casado;pietroaraujo@example.net;+55 (011) 5094-6301;Melo;CE;Peugeot;208;2014;Cinza;211849,57;2024-07-10;Financiamento;181364,47;5478,73;25006,370000000006;2023-04-23;444;Luana Santos;Outros;10;Em Atraso
4031;Juan Cavalcante;25;265.489.731-19;Masculino;Solteiro;maria-clara89@example.net;(041) 5258-7865;Almeida;PR;Hyundai;Tucson;2016;Branco;48255,06;2024-08-22;À vista;41027,46;3130,85;4096,749999999998;2023-11-01;295;Davi Lucca Novaes;Outros;10;Pago
4032;Brayan Garcia;38;395.248.170-04;Masculino;Divorciado;cleao@example.com;31 2973-3988;Lopes dos Dourados;MS;Hyundai;HB20;2015;Cinza;206304,93;2025-02-09;Financiamento;157865,08;8021,4;40418,450000000004;2023-09-11;517;Dr. Renan Jesus;Site;5;Em Atraso
4033;Ana Vitória Costela;54;387.064.512-17;Feminino;Casado;kmarques@example.org;+55 (051) 9441 3292;Barros;MG;Peugeot;3008;2014;Azul;74944,13;2024-07-12;À vista;53860,42;3036,42;18047,290000000008;2023-04-23;446;Emilly Gonçalves;Indicação;8;Pago
4034;Davi Miguel Sousa;42;741.689.053-57;Masculino;Viúvo;mirellamonteiro@example.org;(031) 6433 2825;Andrade Verde;RJ;Citroen;Aircross;2022;Branco;203632,45;2024-07-16;Financiamento;176919,3;6795,19;19917,960000000025;2024-05-15;62;Alexia Cavalcanti;Outros;10;Em Atraso
4035;Maria Cecília Guerra;68;354.197.280-79;Feminino;Viúvo;dviana@example.com;+55 51 1144 9089;Lima da Praia;RR;Citroen;C4;2016;Vermelho;117850,73;2024-05-23;Financiamento;103314,97;4619,94;9915,819999999996;2024-02-08;105;Emilly Gonçalves;Site;3;Cancelado
4036;Miguel Moreira;41;950.682.371-59;Masculino;Viúvo;pedro-miguelpereira@example.org;(081) 7491-6899;Souza do Galho;PB;Honda;Civic;2015;Verde;245825,55;2024-07-29;À vista;179773,24;1018,79;65033,52;2023-11-16;256;Luna Lima;Busca Direta;6;Pago
4037;Rhavi Abreu;37;748.023.561-53;Masculino;Casado;lunafreitas@example.com;(031) 7103 7282;Rezende;AM;Peugeot;208;2023;Branco;88083,51;2025-02-12;Leasing;74648,3;1275,69;12159,519999999991;2023-07-25;568;Luna Lima;Site;2;Cancelado
4038;Fernanda Cardoso;38;907.182.364-40;Feminino;Divorciado;xduarte@example.com;(031) 9960 8634;Sá da Prata;MT;Peugeot;2008;2017;Azul;103557,33;2024-09-13;Leasing;75850,42;0,0;27706,910000000003;2024-04-27;139;Sra. Emanuelly da Cunha;Busca Direta;5;Em Atraso
4039;Heitor da Luz;57;981.350.762-40;Masculino;Casado;novaisvitor@example.org;41 1628 8614;Costela;SP;Peugeot;308;2018;Cinza;218847,3;2024-07-02;Financiamento;162543,84;3563,33;52740,12999999999;2024-01-05;179;Sra. Emanuelly da Cunha;Feira;10;Cancelado
4040;Ísis Albuquerque;49;938.524.610-06;Feminino;Divorciado;bryan71@example.com;(061) 1724-2751;Nascimento das Pedras;RS;Honda;Civic;2022;Vermelho;105841,45;2025-02-19;Financiamento;88155,79;6288,99;11396,670000000004;2023-12-29;418;Alexia Cavalcanti;Busca Direta;8;Em Atraso
4041;Enzo Novais;41;738.091.526-68;Masculino;Divorciado;tdas-neves@example.com;+55 41 4415-2103;Sá;MA;Fiat;Strada;2014;Branco;104249,73;2024-08-13;À vista;73847,82;0,0;30401,90999999999;2024-06-09;65;Emilly Gonçalves;Busca Direta;8;Pago
4042;Ana Júlia Macedo;39;526.840.139-42;Feminino;Divorciado;fabreu@example.org;21 9992-0854;Casa Grande do Campo;PA;Citroen;C4 Grand Picasso;2023;Branco;239890,25;2024-05-09;Financiamento;176288,65;6496,88;57104,72000000001;2024-04-09;30;Luana Santos;Site;2;Cancelado
4043;Liam Porto;19;159.674.308-57;Masculino;Casado;ana-carolina29@example.com;+55 84 1818 1813;Rezende do Sul;AP;Citroen;Basalt;2018;Azul;116914,91;2024-12-29;À vista;101427,71;0,0;15487,199999999997;2024-09-12;108;Luana Santos;Site;5;Pago
4044;João Cunha;62;501.426.938-98;Masculino;Solteiro;rezendegustavo@example.net;(084) 1315-1018;Fonseca do Norte;SC;Ford;Ecosport;2023;Azul;171517,47;2025-04-11;Leasing;143302,97;1733,73;26480,77;2024-06-01;314;Luana Santos;Feira;1;Pago
4045;Davi Lucas Cardoso;36;085.639.127-12;Masculino;Solteiro;luisamoura@example.com;+55 41 9795-5258;Aragão;RO;Peugeot;2008;2019;Cinza;64136,99;2025-01-21;À vista;47663,87;1333,06;15140,059999999996;2023-12-15;403;Sara Pinto;Redes Sociais;8;Pago
4046;Cecília Silva;62;695.041.237-16;Feminino;Casado;ana-sophiaandrade@example.net;+55 61 9327 9949;Almeida Paulista;BA;Ford;Territory;2019;Branco;184124,75;2024-11-25;Leasing;158168,67;9971,14;15984,939999999988;2023-07-21;493;Luana Santos;Busca Direta;1;Em Atraso
4047;Benício Pastor;33;021.734.896-31;Masculino;Viúvo;bruna73@example.net;+55 51 2861 6157;Garcia Verde;PB;Citroen;C4;2017;Vermelho;224623,66;2024-11-22;À vista;178487,12;8608,51;37528,030000000006;2024-07-31;114;Alexia Cavalcanti;Site;10;Pago
4048;Rodrigo Borges;43;846.250.973-47;Masculino;Divorciado;ninafonseca@example.net;0900-610-2314;Silva;TO;Citroen;C4;2015;Vermelho;213025,96;2024-06-15;À vista;173732,29;8353,75;30939,919999999984;2023-11-08;220;Sara Pinto;Site;8;Pago
4049;Maria Helena Barros;67;507.364.981-84;Feminino;Casado;gomesjoao-guilherme@example.org;(071) 9706-6266;Lima;SP;Citroen;Aircross;2022;Cinza;149658,07;2025-01-28;Financiamento;112863,66;6467,5;30326,910000000003;2024-10-21;99;Ian Pereira;Feira;7;Em Atraso
4050;Thomas Vasconcelos;24;219.043.765-25;Masculino;Solteiro;isabel43@example.com;+55 71 7093-9755;Macedo Verde;SC;Citroen;C4;2015;Preto;97049,08;2024-11-08;Financiamento;76324,35;1952,58;18772,149999999994;2023-08-11;455;Luana Santos;Site;8;Pago
4051;Lorenzo Nascimento;37;312.845.076-53;Masculino;Viúvo;raulmonteiro@example.org;51 1367 6332;Rodrigues da Prata;RR;Citroen;C4;2023;Branco;74145,17;2025-03-18;Leasing;64898,74;0,0;9246,43;2024-08-16;214;Alexia Cavalcanti;Feira;1;Cancelado
4052;Kamilly Ferreira;18;794.863.052-00;Feminino;Divorciado;oliviapeixoto@example.net;+55 51 0646 0838;Rocha;DF;Honda;CR-V;2014;Prata;116376,25;2025-02-10;Financiamento;95225,0;7254,9;13896,35;2024-05-02;284;Dr. Renan Jesus;Outros;10;Pago
4053;João Pedro Porto;52;754.036.918-39;Masculino;Solteiro;rochaisadora@example.com;+55 51 2487 9287;da Cruz Grande;TO;Fiat;Strada;2013;Prata;75192,23;2024-11-19;Financiamento;63637,52;9674,74;1879,9699999999993;2024-02-02;291;Luna Lima;Busca Direta;6;Pago
4054;Arthur Fonseca;27;059.862.371-02;Masculino;Divorciado;aragaosophia@example.net;+55 61 5660 7666;Melo;MS;Citroen;Basalt;2021;Azul;194954,48;2024-10-07;À vista;166351,12;7373,89;21229,470000000016;2024-08-09;59;Sra. Emanuelly da Cunha;Redes Sociais;4;Pago
4055;João Guilherme Peixoto;67;549.036.287-10;Masculino;Divorciado;hazevedo@example.net;(021) 9635 1500;Guerra do Oeste;GO;Peugeot;3008;2014;Prata;146736,34;2024-07-21;Leasing;109478,36;0,0;37257,979999999996;2023-07-27;360;Sara Pinto;Outros;10;Cancelado
4056;Yasmin Viana;49;582.034.769-29;Feminino;Solteiro;alexandremontenegro@example.org;0800-481-6933;Barbosa;MS;Fiat;Mobi;2019;Cinza;203549,88;2025-01-12;Financiamento;168746,63;0,0;34803,25;2024-10-29;75;Luana Santos;Redes Sociais;8;Pago
4057;Lara Duarte;20;058.937.421-41;Feminino;Solteiro;gcamargo@example.net;+55 (071) 8480-9258;Pastor do Norte;RN;Honda;CR-V;2019;Branco;50306,47;2024-08-18;À vista;40097,07;0,0;10209,400000000001;2023-10-08;315;Davi Lucca Novaes;Busca Direta;5;Pago
4058;Miguel Cirino;47;702.154.389-14;Masculino;Solteiro;enzo-gabriel17@example.org;+55 81 0500-8955;Araújo;CE;Volskwagen;Nivus;2018;Prata;164911,8;2024-12-07;Leasing;130387,45;6140,75;28383,59999999999;2024-04-19;232;Alexia Cavalcanti;Redes Sociais;6;Cancelado
4059;Henry Gabriel Pimenta;51;472.095.138-41;Masculino;Solteiro;ugomes@example.net;+55 (071) 7322 9229;Pastor;MT;Volskwagen;Saveiro;2014;Vermelho;52397,39;2024-12-13;Leasing;37661,32;0,0;14736,07;2023-12-24;355;Alexia Cavalcanti;Outros;5;Pago
